event_id,telegraph_ts,source,telegraph_text,mapped_tickers,direction,mechanism,horizon_days,chain_depth,audience_breadth,polymarket_query,confidence,rationale
WK023,2026-01-09T16:30:00-0500,Weekly synthesis (Trump posts),Trump publicly attacks defense contractors (Raytheon named) over buybacks/dividends while raising 2027 military budget to $1.5 trillion,XAR,long,Trump proposes a record $1.5T 2027 defense budget (>50% jump from $901B) -> sharply higher future procurement flows to US defense primes -> broad aerospace/defense equity basket re-rates higher.,45,2,megaphone,US 2027 defense budget $1.5 trillion,medium,"Per pre-telegraph reporting (Jan 7-8, 2026), Trump posted on Truth Social proposing a $1.5T FY2027 military budget vs the $901B set for 2026, while simultaneously singling out Raytheon/RTX and threatening buyback/dividend/pay restrictions via executive order. The dominant, sector-wide economic driver is the budget surge (more contracts for all primes), which outweighs the political jawboning on capital returns. Vehicles considered: RTX directly (rejected — it is the name idiosyncratically attacked, carrying single-name overhang and buyback risk); ITA/PPA (cap-weighted, heavily concentrated in RTX/Boeing, reimporting that single-name risk); XAR (SPDR S&P Aerospace & Defense, modified equal-weight) chosen because it captures the broad budget tailwind across primes and mid-caps while diluting the RTX-specific drag. Slim GOP majorities show little appetite to block such spending, supporting a sector-wide upside skew; competing positive/negative signals keep confidence medium and horizon tied to the headline re-rating window rather than the full congressional process."
WK024,2026-01-09T16:30:00-0500,Weekly synthesis (Trump posts),Supreme Court tariff ruling pending; Trump touts $600B tariff revenue ahead of decision,FIVE;DLTR;BBY;W,long,Pending SCOTUS IEEPA ruling (with oral-argument skepticism already on record) -> elevated odds the reciprocal/IEEPA tariffs are struck and import duties removed/refundable -> input-cost and margin relief flows most directly to the most China-import-dependent discretionary retailers.,60,3,broad,Supreme Court strikes down Trump IEEPA tariffs,medium,"Pre-telegraph fact set (allowed): in the Nov 5, 2025 oral arguments, conservative and liberal justices alike appeared skeptical the President has IEEPA authority to impose sweeping tariffs, so by 2026-01-09 the market knows a strike-down is a live, credible outcome; Trump loudly touting $600B revenue 'ahead of the decision' reads as pre-emptive spin bracing for an adverse ruling, reinforcing the relief-trade lean. The end of the causal chain is the tariff COST on imported (largely China-sourced) consumer goods, not a single mega-cap. Vehicles weighed: XRT (equal-weight retail, but diluted by auto dealers, grocers and other low-import names), RTH (cap-weighted and dominated by Amazon/Walmart/Home Depot whose tariff sensitivity is muted), and broad XLY (too diversified). I instead took a tight equal-weight basket of the purest tariff payers — Five Below and Dollar Tree (deeply China-sourced low-price discretionary), Best Buy (imported electronics) and Wayfair (imported furniture) — whose margins move most directly with removal of import duties. Direction is long because the resolvable upstream event most consistent with the pre-telegraph evidence is a strike-down/relief; outcome is genuinely uncertain and partly priced, hence medium confidence. Horizon set to span the expected ruling window, not a sized bet. NO post-telegraph ruling information was used."
WK025,2026-01-16T16:30:00-0500,Weekly synthesis (Trump posts),"Trump imposes 25% secondary tariff on any country doing business with Iran, amid Iran unrest and warnings to regime",BNO;USO,long,"Trump's 25% secondary tariff on any country trading with Iran (whose oil trade is ~90% to China) pressures buyers to cut Iranian crude purchases, removing barrels from a market already carrying an Iran-unrest risk premium and tightening global oil supply, lifting crude-tracking ETFs.",30,2,megaphone,US enforces secondary tariffs/sanctions on countries buying Iranian oil 2026,medium,"Pre-telegraph reporting (CNN/CNBC/Iran International, Jan 13-14 2026) confirms Trump's stated 25% secondary tariff on all business with Iran, with analysts noting China handles ~90% of Iran's oil exports, so the end of the causal chain is the international crude price plus a geopolitical premium from the Dec 2025–Jan 2026 Iranian unrest. Menu considered: integrated majors (XOM/CVX) and the energy sector ETF (XLE) — rejected because their prices are diluted by company-specific margins, buybacks and refining spreads; USO tracks WTI but the disruption is an international seaborne-supply/Hormuz-adjacent story; BNO tracks Brent, the benchmark most directly sensitive to Iranian export loss and Middle East risk, so the basket is weighted to BNO with USO for liquidity. No magnitude or probability estimated; direction is long on tighter supply. Reasoned only from on/before 2026-01-16 sources."
WK026,2026-01-16T16:30:00-0500,Weekly synthesis (Trump posts),"US-Venezuela partnership post-intervention; calls with interim president on oil, minerals, trade; prisoner releases and stabilization",USO;BNO,short,Trump's post-intervention partnership with Venezuela's interim government lifts oil sanctions and pulls Venezuelan barrels (plus a 30-50M barrel transfer) back into global supply at Trump's stated $50 target -> incremental crude supply pressures prices -> short the crude-tracking ETFs USO (WTI) and BNO (Brent).,30,2,megaphone,US lifts Venezuela oil sanctions / Venezuela oil deal by Q1 2026,medium,"Pre-2026-01-16 reporting: US captured Maduro on Jan 3, Delcy Rodriguez installed as interim president, sanctions on Venezuelan oil trade lifted, and Trump publicly announced a 30-50M barrel transfer and pitched oil execs (Chevron/Conoco/Exxon) to ramp Venezuelan output with the explicit aim of pushing global crude toward $50/bbl. The end of the causal chain is the global crude price, not any single producer. Menu considered: CVX (most direct Venezuela operator but diluted by buybacks/refining/dividend and would arguably benefit, muddying direction), XLE/sector ETF (too broad), inverse ETNs like SCO/DRIP (leveraged, decay-prone). USO (WTI) and BNO (Brent) are the purest unleveraged trackers of the actual driver — the crude price the telegraph's supply narrative targets. Short reflects the supply-additive direction Trump himself broadcast. Confidence medium because actual barrel flow timing is uncertain (experts pre-date note a multi-year ramp), but the telegraph's directional signal on supply/price is clear and loudly broadcast."
WK027,2026-01-16T16:30:00-0500,Weekly synthesis (Trump posts),Low inflation/strong GDP (~5%) data released; Trump pressures Powell for meaningful rate cuts; mortgage rates fall via Fannie/Freddie bond buying,TLT;ITB,long,"Soft inflation + Trump pressure on Powell + Fannie/Freddie bond buying point to lower long-term and mortgage rates, lifting long-duration Treasury prices (TLT) and rate-sensitive homebuilders (ITB).",45,2,broad,Fed cuts interest rates by March 2026,medium,"End of the chain is FALLING long-term/mortgage rates, so I weighed pure-rate vehicles. Considered: TLT (20+yr Treasury, most liquid pure-duration play, rises directly as long rates fall), IEF (intermediate, less convex), MBB (agency-MBS ETF — closest to the explicit Fannie/Freddie buying, but lower duration/diluted by prepay convexity and thin moves), ITB/XHB homebuilders (transmission of lower mortgage rates to housing demand), and FNMA/FMCC (GSE equities — but those track privatization/IPO speculation, not a bond-buying rate move, so wrong driver). I chose TLT as the purest rate instrument plus ITB to capture the explicitly-named mortgage-rate decline feeding housing. Equal-weight, long. Reasoning uses only the telegraph's pre-date premise (low inflation, ~5% GDP, public Fed pressure, GSE bond buying); no post-2026-01-16 outcome data used — discarded all later-dated search hits. Risk: pressure does not guarantee cuts and the Fed may hold, hence medium confidence."
WK028,2026-01-23T16:30:00-0500,Weekly synthesis (Trump posts),"Trump and NATO form framework deal over Greenland/Arctic control, citing China-Russia threat; meetings at Davos advancing 'Golden Dome' plan.",LMT;RTX;LHX;NOC,long,"Trump/NATO Arctic-Greenland framework plus Davos momentum on the Golden Dome shield -> reinforced, accelerated multi-layer missile-defense procurement -> bookings/backlog tailwind for the named prime contractors building the interceptors, radars and sensors.",30,2,megaphone,US-Greenland control or acquisition deal in 2026,medium,"Pre-catalyst record (May 2025 EO, ~$175B program, Gen. Guetlein named lead, congressional funding in the budget bill) ties Greenland/Arctic explicitly to the Golden Dome shield, with senators and leaked architecture naming L3Harris, Lockheed Martin, RTX and Northrop Grumman (THAAD/Aegis/NGI, Patriot, radars, sensors) as the layer primes. Vehicle menu considered: broad A&D ETFs (ITA, PPA) dilute the thesis with commercial-aero and non-missile names; there is no liquid pure missile-defense ETF; SpaceX/other SBI awardees are private. The tightest tradable proxy for the missile-defense spend at the END of the chain is an equal-weight basket of the explicitly named primes. Long because the telegraph signals an additional defense-spending and geopolitical-threat (China-Russia) tailwind on top of an already-funded program. Direction/horizon only; no magnitude estimated."
WK029,2026-01-23T16:30:00-0500,Weekly synthesis (Trump posts),"Trump sues JPMorgan and CEO Dimon for $5B over alleged political debanking, escalating attacks on major bank.",JPM,short,Trump's $5B political-debanking lawsuit against JPMorgan and Dimon creates a name-specific legal/political overhang that pressures the shares of the targeted bank itself.,5,1,megaphone,,low,"Pre-catalyst record: Trump telegraphed the suit on Jan. 17 ('I'll be suing JPMorgan Chase over the next two weeks'), then filed a 26-page $5B complaint in Miami-Dade court Jan. 22 alleging JPM/Dimon closed his accounts in early 2021 for political reasons; JPM publicly called it meritless. The attack is name-specific to JPMorgan and Dimon, so the purest vehicle is JPM itself — not XLF or bank-ETFs (KBE/KBWB), which would dilute the JPM-specific signal across peers untouched by the suit. Direction is short because the telegraph is a targeted negative legal/headline overhang on the named bank (chain_depth 1, direct/obvious target). Confidence is low: $5B is immaterial to a ~$700B+ mega-bank earning ~$50B/yr, the suit is widely characterized as meritless, and the broader Trump-era backdrop is bank-friendly deregulation (Basel III endgame relaxation, debanking EO), so the market may shrug or fade the dip. Single-company equity trigger with no clean market-resolvable upstream event, so polymarket_query is null. Horizon kept short because legal-headline shocks on large caps typically resolve within days."
WK030,2026-01-23T16:30:00-0500,Weekly synthesis (Trump posts),"Trump touts mortgage rates at three-year low, attacks Powell; tariff litigation pending at Supreme Court.",ITB;XHB,long,Trump touting mortgage rates at a three-year low and pressing Powell for further easing -> sustained low-rate / falling-mortgage-rate backdrop -> reaccelerating home-purchase and refi demand -> rate-sensitive homebuilder equities re-rate higher.,30,2,megaphone,Fed cuts interest rates in Q1 2026,medium,"As of 2026-01-23 the public, pre-telegraph fact is that mortgage rates had just dipped to a three-year low (reported ~Jan 14, 2026), and Trump is explicitly framing this as a win while leaning on Powell for more cuts. The driver at the end of the chain is the mortgage/long-rate level feeding housing demand. Menu considered: TLT (pure long-duration Treasury/rate play, but captures the rate move not the housing thesis Trump is touting); REM/mortgage REITs (rate-sensitive but levered/idiosyncratic spread risk); MBB (MBS, too diffuse); single homebuilder names (DHI/LEN, but company-specific noise). Chose ITB (iShares U.S. Home Construction) as the purest expression of 'low mortgage rates -> housing demand,' equal-weighted with XHB for slightly broader homebuilding/supplier coverage and liquidity. The tariff-litigation strand is left out of the basket: the Supreme Court case is unresolved at the telegraph date, the direction of any ruling is unknown ex-ante, and forecasting that outcome would violate no-look-ahead and no-probability rules. Premise that underpins the rate/housing trade is whether easing continues, hence the Fed-cut Polymarket question."
WK031,2026-01-30T16:30:00-0500,Weekly synthesis (Trump posts),"US carrier armada led by USS Abraham Lincoln moving toward Iran, threatening imminent military action with 'speed and violence'.",BNO;USO,long,Trump telegraphs imminent US strike on Iran -> heightened risk to Strait of Hormuz oil transit and Gulf supply -> crude oil risk premium rises -> long Brent/WTI oil-tracking ETFs.,14,2,megaphone,US military strike on Iran by March 2026,medium,"Pre-telegraph reporting (military.com 2026-01-29; Middle East Forum 2026-01-28) confirms a real US military buildup around Iran, so the threat of imminent action is credible and broadly broadcast via top Trump posts. The end of the causal chain is the crude oil supply-disruption premium tied to the Strait of Hormuz, not defense or producer equities. Among vehicles considered: XLE/energy producers (diluted by company factors and demand), ITA defense (diffuse, not the direct driver), USO (WTI) and BNO (Brent). I chose Brent-tracking BNO as primary because a Hormuz/Gulf supply shock hits seaborne global crude (Brent) most directly, adding USO for liquidity and to capture the broader crude risk premium. Geopolitical oil spikes from threats tend to be front-loaded and mean-revert if no strike materializes, hence a short ~2-week horizon. Direction long on a supply-fear premium. No magnitude or probability estimated."
WK032,2026-01-30T16:30:00-0500,Weekly synthesis (Trump posts),Trump nominates Kevin Warsh as Federal Reserve Chairman after publicly attacking Powell over refusal to cut rates.,GLD;SLV,long,Trump publicly attacking Powell and naming the Trump-aligned Warsh as next Fed chair signals a future tilt toward forced rate cuts and eroded Fed independence with inflation still near 3% -> lower expected real rates and currency-debasement fears -> bid for monetary metals (GLD/SLV).,60,3,megaphone,Kevin Warsh confirmed as Fed Chair in 2026,medium,"Pre-2026-01-30 facts: Trump has spent the past year relentlessly attacking Powell for not cutting and has said the funds rate should be ~1% vs the current ~3.6%; nominating Warsh — whose father-in-law Ronald Lauder is a Trump confidant — is read by the market as a step toward asserting White House influence over the Fed. Although Warsh was historically a hawk, he has more recently voiced support for lower rates, and the dominant market interpretation of a loyalist chair pursuing cuts while inflation sits near 3% is loss of inflation-fighting credibility / debasement — classically bullish gold (falling real rates, term-premium/inflation-expectation rise). Vehicles weighed: GLD (chosen — purest, most liquid expression of real-rate decline and Fed-credibility erosion); SLV added as the monetary-metal complement for an equal-weight debasement basket; short TLT (long-end bear-steepener) considered but ambiguous because slowing growth can pull long yields down; short UUP (dollar) considered but second-order; pure steepener ETNs (e.g., STPP) rejected as too illiquid. Medium confidence because Warsh's hawkish track record leaves the dovish-debasement read uncertain."
WK033,2026-01-30T16:30:00-0500,Weekly synthesis (Trump posts),US decertifies all Canadian-made Bombardier aircraft amid escalating Trump threats over Canada-China trade deal.,TXT;ERJ;GD,long,"US decertification of Canadian-built Bombardier jets bars/forces replacement of those aircraft in the US, shifting business-jet demand to non-Canadian OEMs -> Textron (Cessna/Beechcraft), Embraer Executive, and General Dynamics (Gulfstream).",45,2,broad,Trump 100% tariff on Canada over China trade deal 2026,medium,"Pre-catalyst context (verified before 2026-01-30): Trump threatened 100% tariffs on Canada around Jan 24-25 if it pursues a China trade deal; this telegraph escalates to decertifying Canadian-made Bombardier aircraft. Vehicles weighed: (1) shorting Bombardier directly, the most damaged party, but its only US-listed line is the thinly traded OTC ADR BDRBF — too illiquid to be a clean vehicle; (2) long the displaced-demand beneficiaries among liquid US-listed business-jet OEMs. Chose the competitor basket: TXT and ERJ are the closest direct business-jet substitutes, with GD (Gulfstream) as the high-end alternative; equal-weight to diffuse single-name noise. Chain is decert -> demand reallocation -> competitor OEM revenue, a genuine ~2-hop, not direct. Breadth is 'broad' rather than 'megaphone' because it derives from a Trump-post synthesis but the specific Bombardier-decertification angle is narrower than the headline tariff threat. Horizon set to weeks-to-month for a regulatory/demand-shift catalyst, with no magnitude or probability estimated."
WK034,2026-02-06T16:30:00-0500,Weekly synthesis (Trump posts),"Trump holds calls with Xi (confirming April China trip, trade, Taiwan) and Modi, who agrees to stop buying Russian oil and buy US energy",INDA;LNG,long,Trump's confirmed India trade deal slashes punitive tariffs and commits India to swap Russian crude for ~$500B of US energy -> India equities re-rate on tariff relief (INDA) and US LNG exports to India rise (Cheniere/LNG).,30,2,megaphone,India halts Russian oil imports by mid-2026,medium,"Per reporting available on/before 2026-02-06: Trump announced a US-India trade deal (Feb 2) under which Modi agreed to stop buying Russian oil, replace it with US/Venezuelan crude, and buy >$500B of US energy/tech/ag/coal, with US tariffs on India cut from the punitive 50% level. The two clean, low-hop beneficiaries: (1) Indian equities, where removal of the 50% tariff overhang is a direct re-rating catalyst — purest liquid vehicle is the broad India ETF INDA (also considered EPI/SMIN, but INDA is the most liquid pure India play); (2) the $500B US-energy purchase pledge, whose most direct US-listed beneficiary is the dominant US LNG exporter Cheniere (LNG), cleaner than a diversified major. I rejected crude ETFs (USO/BNO) and tanker/freight vehicles because the directional effect of India re-sourcing barrels on global crude price and freight rates is ambiguous and diffuse, not a clean read on this deal. Caveat lowering confidence: India publicly disputed similar Trump claims in Oct 2025, so policy follow-through is not certain, though refiners were reportedly already trimming Russian purchases. The Trump-Xi call (April China trip, trade, Taiwan) adds a broad risk-on de-escalation tailwind but no clean pure vehicle, so it is not separately traded."
WK035,2026-02-06T16:30:00-0500,Weekly synthesis (Trump posts),US bolsters Middle East forces while Trump signals openness to Iran nuclear deal; diplomacy weighed amid rising tensions,BNO;USO,short,"Trump signaling openness to an Iran nuclear deal and weighing diplomacy points to de-escalation that would unwind the geopolitical war premium embedded in crude (and reopen the prospect of returning Iranian barrels), pressuring the Brent/WTI tracking oil ETFs lower.",30,2,broad,US-Iran nuclear deal in 2026,low,"End of the causal chain is the Iran-driven geopolitical risk premium in crude, not a single producer equity, so I chose pure crude-price vehicles: BNO (Brent) as the primary, since Middle East/Hormuz risk is most directly Brent-weighted, plus USO (WTI) for liquidity; I rejected single producer names (XOM/OXY) and oil-service equities because company factors dilute the pure risk-premium signal. As of 2026-02-06 the genuinely new element in this telegraph is the diplomatic 'openness to a deal' lean, which marginally lowers war-tail risk and should deflate the premium — bearish oil. Honest caveat: the simultaneous force buildup and 'rising tensions' are bullish for oil, making the net signal ambiguous, hence low confidence and a short directional read tied to the diplomacy emphasis rather than the buildup. No post-telegraph information was used."
WK036,2026-02-06T16:30:00-0500,Weekly synthesis (Trump posts),"Trump welcomes China, India investment in Venezuela oil; signals deals with Cuba, easing sanctions posture",BNO;USO,short,Trump welcoming China/India investment and signaling an easing sanctions posture -> blockaded Venezuelan heavy crude returns to global markets -> incremental supply weighs on crude prices -> short Brent/WTI tracking ETFs.,45,2,broad,US eases Venezuela oil sanctions in 2026,medium,"Pre-catalyst context: by early Feb 2026 the US held an active blockade on sanctioned Venezuelan oil tankers, Maduro had been captured Jan 3, 2026, and both Brent and WTI had fallen ~19-20% the prior year amid the supply chokehold. A signal toward easing sanctions / inviting foreign investment is a bearish supply shock for crude: barred Venezuelan heavy barrels would re-enter export channels, adding to global supply. The end of the chain is the crude price itself, not an operator equity. Considered: Chevron/CVX and other Venezuela-exposed producers (diluted by company-specific factors and would arguably benefit, muddying the signal), broad energy ETFs (XLE, too diversified), and pure crude trackers. Chose BNO (Brent) plus USO (WTI) equal-weight, since Venezuelan heavy/sour barrels are most directly priced off the global benchmark while WTI captures Gulf-Coast import substitution — shorting them expresses the supply-glut thesis most purely. Horizon set to ~45 days to span the policy-signal repricing without forecasting the slow physical production ramp."
WK037,2026-02-13T16:30:00-0500,Weekly synthesis (Trump posts),US deploys second aircraft carrier to Middle East as Iran nuclear negotiations continue per Netanyahu meeting; Mideast tensions building.,BNO;USO,long,Second carrier deployment + rising Iran/Israel tensions near the Persian Gulf raises a geopolitical supply/Strait-of-Hormuz risk premium -> crude oil prices rise -> oil-tracking ETFs gain.,21,2,broad,US military strike on Iran by June 2026,medium,"Pre-2026-02-13 reporting confirms the US was sending a second carrier strike group to the Middle East amid stalled Iran nuclear talks and a Trump-Netanyahu meeting, with memory of June 2025 US strikes on Iranian enrichment sites still fresh. The end of the causal chain is the geopolitical oil risk premium, not a single company. Menu weighed: oil majors (XOM/CVX) are diluted by company-specific factors; defense names (LMT/RTX) are a slower-burning, less direct read on this event; the purest vehicles are crude-tracking ETFs. I chose BNO (Brent) as the lead because Middle East/Hormuz supply risk shows up most directly in Brent, with USO (WTI) added for liquidity and breadth as a tight equal-weight basket. Long because escalation/supply-fear builds a risk premium into crude. Horizon ~3 weeks to capture the buildup while tensions are 'building' but before any negotiated de-escalation. No magnitude or probability estimated."
WK038,2026-02-13T16:30:00-0500,Weekly synthesis (Trump posts),"Venezuela rapprochement: US dealing with Rodriguez government, oil 'starting to flow,' sanctions easing implied.",CVX;VLO;PSX,long,Venezuela rapprochement / sanctions easing -> Venezuelan crude flows resume to the US -> Chevron's specific OFAC license expands and Gulf Coast heavy-sour refiners regain cheap heavy feedstock -> long the named license holder plus the two most heavy-crude-leveraged independent refiners.,45,2,broad,US eases Venezuela oil sanctions by mid-2026,medium,"Pre-telegraph record: by early 2026 Maduro had been removed and Trump was negotiating a US-Venezuela energy deal; on Jan 6 2026 he said Venezuelan officials would turn over 'Sanctioned Oil' (~$3B) to be marketed/sold by the US, and OFAC was reportedly weighing an expanded Chevron license plus new import/export licenses for other firms. Chevron is the sole major US oil company holding a specific Venezuela license, making CVX the most directly named beneficiary; Valero and Phillips 66 run the Gulf Coast coking/heavy-sour capacity that historically depended on Venezuelan heavy crude, so returning barrels widen heavy-light diffs and feedstock availability for them. Vehicles considered: a crude short (USO/BNO) was rejected because Venezuela's incremental volume is small relative to OPEC+ and would not cleanly move global benchmarks; there is no Venezuela-specific ETF, so a tight equal-weight equity basket of the direct license holder plus the two purest heavy-crude refiners is the most direct tradable expression. CVX is a diversified mega-cap so the signal is somewhat diluted, hence medium confidence."
WK039,2026-02-13T16:30:00-0500,Weekly synthesis (Trump posts),Trump escalates tariff threats against Canada and demands Republicans uphold tariffs; pressure for Fed rate cuts after strong jobs report.,TLT,short,"A strong jobs report plus escalating Canada-tariff (inflationary) pressure dims near-term Fed rate-cut odds and lifts yields, so long-duration Treasury prices fall.",35,2,megaphone,Fed cuts rates in March 2026,medium,"Pre-telegraph reporting (Feb 10-12, 2026) showed a stronger-than-expected January jobs report that dimmed 2026 rate-cut odds; Trump's loud public demand for cuts does not change the incoming data, and his simultaneous Canada tariff escalation is independently inflationary. Both forces push yields up / bond prices down ahead of the mid-March FOMC. Vehicle menu considered: TBT (inverse-2x, leveraged decay), IEF/SHY (less liquid, smaller duration response), and rate-futures (no clean US-listed equity). TLT is the purest, most liquid long-duration Treasury expression of rising yields and is shorted directly rather than via a bank/financial equity diluted by company factors. The resolvable upstream premise is whether the Fed actually cuts — fetched mechanically from Polymarket. Held just past the next FOMC decision window (~35 days)."
WK040,2026-02-20T16:30:00-0500,Weekly synthesis (Trump posts),"Supreme Court rules against Trump's IEEPA tariffs, finding he lacks authority to impose them; Trump threatens trade cutoffs instead.",FIVE;W;RH,long,"SCOTUS strikes Trump's IEEPA tariffs as unlawful -> the reciprocal/trafficking duties on Chinese-origin goods are terminated -> import-heavy specialty retailers see lower landed costs and potential duty refunds, lifting margins.",30,2,megaphone,,medium,"Pre-catalyst record: lower courts (CIT May 2025, Federal Circuit) held IEEPA does not authorize tariffs; SCOTUS heard argument Nov 5, 2025 and signaled deep skepticism, pressing for statutory text and invoking the major-questions/tax-power objections. A ruling against the administration removes the IEEPA reciprocal and fentanyl/trafficking duties, which fall hardest on importers of low-cost Chinese consumer goods (plaintiff Learning Resources itself cited a jump from $2.3M to $100M in duty cost). Purest vehicle question: there is no clean 'tariff-relief' ETF; XRT (broad equal-weight retail) dilutes the signal with grocery/domestic names, and a mega-cap like AMZN or WMT buries import exposure in many other businesses. I therefore chose a tight equal-weight basket of the most China-import-concentrated, high-tariff-elasticity retailers (FIVE discount imported goods, W and RH imported home furnishings) whose gross margins move most directly with duty removal. Direction long on margin/cost relief. Honest hops = 2 (ruling -> duty removal -> importer margins). Trump's threat of 'trade cutoffs instead' via other authorities (Sec 122/301/232) is a known offsetting risk that caps confidence at medium and argues for a shorter ~30-day window rather than a long hold. No clean upstream market-resolvable question remains since the ruling itself is the resolving event."
WK041,2026-02-20T16:30:00-0500,Weekly synthesis (Trump posts),US-Japan trade deal launches with first investments under $550B Japanese commitment to invest in US.,GEV;CCJ;NLR,long,"Trump touts launch of first investments under Japan's $550B US commitment -> first tranche is concentrated in US energy infrastructure (nuclear reactors via Westinghouse, GE Vernova-Hitachi SMRs, gas power plants with GE Vernova turbines) -> orders/backlog flow to the named US-listed power-equipment and nuclear-fuel beneficiaries.",45,2,broad,,medium,"Pre-2026-02-20 reporting (Oct 2025 signing, Dec 2025 'expedite' agreement, Feb 19-20 first-tranche coverage) shows the $550B package is heavily weighted to US energy/power buildout: up to ~$332B in energy infrastructure, an $80-100B Westinghouse AP1000/SMR program, GE Vernova-Hitachi SMRs, and the SB Energy 9.2-GW Ohio gas plant using GE Vernova turbines. Vehicle menu weighed: GE Vernova (GEV) is the single most directly named listed beneficiary (gas/steam turbines, grid gear, SMR JV); Cameco (CCJ) is the cleanest listed proxy for Westinghouse, which it co-owns; broad nuclear ETFs URA/URNM are pure-miner uranium plays diluted from the equipment/buildout thesis, so I added VanEck's NLR (uranium+nuclear, includes utilities/equipment) as the focused thematic wrapper rather than a single household mega-cap. Equal-weight tight basket captures the energy-buildout driver without leaning on company-specific noise. Direction long since the telegraph confirms capital deployment beginning. Chain is short (deal -> energy projects -> equipment/fuel names) given the first projects were already publicly identified."
WK042,2026-02-20T16:30:00-0500,Weekly synthesis (Trump posts),"Trump escalates attacks on Fed Chair Powell demanding lower rates, warns of renewed government shutdown risk.",GLD,long,"Trump's escalating public attacks on Powell plus a fresh shutdown warning signal eroding Fed-independence/fiscal-credibility, which historically bids gold as a debasement and policy-uncertainty hedge.",30,2,megaphone,Fed cuts interest rates at March 2026 FOMC meeting,medium,"Pre-2026-02-20 context: the Fed is on hold with analysts increasingly expecting zero-to-one cut in 2026 as inflation stays above target, Powell's term expires May 2026 with Warsh nominated, a DOJ probe of Powell is underway, and a partial DHS shutdown that began Feb 14 is ongoing. Trump's loud Truth Social pressure has so far failed to move the Fed, so betting on actual cuts via long-duration Treasuries (TLT) is ambiguous and fights the data. The robust read of escalating attacks on the Fed chair plus renewed fiscal dysfunction is institutional/credibility stress, which is the classic catalyst for a gold bid and a softer dollar. Menu considered: TLT (long Treasuries) — direction ambiguous because short-rate-cut hopes conflict with rising term premium from independence fears; UUP/UDN (dollar) — valid but less direct than the debasement hedge; gold-miner equities (GDX) — diluted by company-specific factors. Chose GLD as the purest, most liquid vehicle that tracks the debasement/loss-of-confidence driver at the end of the chain. Megaphone because these are top Trump posts the whole market reads instantly."
WK043,2026-02-27T16:30:00-0500,Weekly synthesis (Trump posts),Supreme Court strikes down Trump's tariff method; Trump signs new global 10% tariff on all countries and threatens higher tariffs on noncompliant nations,FXI;INDA;VNM,long,"SCOTUS voids the high country-specific IEEPA 'reciprocal' tariffs and they are replaced by a flat ~10-15% Section 122 surcharge -> effective US tariff burden on the previously most-penalized Asian exporters (China, India, Vietnam) actually FALLS -> their export-exposed equity markets re-rate higher -> long focused China/India/Vietnam ETFs.",30,3,megaphone,Trump raises global Section 122 tariff above 15% by mid-2026,medium,"Pre-2026-02-27 reporting establishes the facts: on 20 Feb the Supreme Court struck the IEEPA tariffs and the White House within hours reimposed a flat 10% (raised to 15% on 22 Feb) Section 122 surcharge, with Trump threatening higher rates on noncompliant nations; the S&P fell ~1% and the Dow ~1.7% on 23 Feb on the escalation/uncertainty. The NAIVE map is bearish (short SPY/XRT importers, long GLD as an inflation hedge). But the END of the chain is the effective tariff RATE on the countries that had been hit hardest: contemporaneous trade-policy analysis (Global Trade Alert, ING THINK, Seeking Alpha) all flag that swapping high country-specific IEEPA rates for a flat 10-15% surcharge LOWERS the effective burden on China, India and Vietnam, with India's punitive rate already cut from 50% toward 18% and falling further. The purest vehicles tracking that driver are single-country EM-Asia equity ETFs rather than a diluted US large-cap; I considered FXI vs KWEB/MCHI for China and chose the most liquid large-cap proxies, pairing China (FXI), India (INDA) and Vietnam (VNM) as the three explicitly named relief beneficiaries in an equal-weight basket. Confidence is medium because near-term tariff-threat noise (the 10->15% bump, 'higher on noncompliant') cuts against the structural relief, and Section 122's temporary ~150-day life caps the horizon."
WK044,2026-02-27T16:30:00-0500,Weekly synthesis (Trump posts),"Trump escalates rhetoric on potential war with Iran, denying reports his top general opposes military action",BNO;USO,long,Trump escalating war-with-Iran rhetoric -> rising perceived risk of US/Israel strike and Strait of Hormuz supply disruption -> a geopolitical risk premium gets bid into crude -> long Brent/WTI oil ETFs.,21,2,megaphone,US military strike on Iran in 2026,medium,"The end of the causal chain is the price of crude: roughly a fifth of global oil and much Gulf LNG transits the Strait of Hormuz, so credible US-Iran war rhetoric injects a supply-disruption risk premium into oil. I weighed the vehicle menu: oil producers (XOM/OXY) and energy sector funds (XLE) are diluted by company/equity-beta factors; defense ETFs (ITA) capture a different, slower-burning leg of the thesis. The purest vehicles that track the actual driver are the crude-price ETFs — BNO (Brent, the global waterborne benchmark most exposed to a Hormuz disruption) as the primary, with USO (WTI) to add liquidity in a tight equal-weight basket. This is a top Trump post the whole market reads instantly (megaphone). Rhetoric-driven risk premia tend to be event-window phenomena that fade if no strike materializes, hence a ~3-week horizon. The clean resolvable upstream question is whether the US actually strikes Iran. Pre-catalyst only: standing knowledge that Hormuz is a chokepoint and that war headlines lift oil; no post-telegraph data used."
